speaker,speech_len
SRĐAN MILIVOJEVIĆ,1050
SNEŽANA PAUNOVIĆ,41
MILENKO JOVANOV,1635
SNEŽANA PAUNOVIĆ,97
DRAGAN NIKOLIĆ,1377
ANA BRNABIĆ,26
DRAGAN NIKOLIĆ,287
ANA BRNABIĆ,36
DRAGAN NIKOLIĆ,3
ANA BRNABIĆ,52
ŽIKA GOJKOVIĆ,114
ANA BRNABIĆ,10
ŽIKA GOJKOVIĆ,1413
ANA BRNABIĆ,29
ŽIKA GOJKOVIĆ,10
ANA BRNABIĆ,34
ALEKSANDAR VULIN,3894
ANA BRNABIĆ,38
RADOSLAV MILOJIČIĆ,3958
ANA BRNABIĆ,242
SRĐAN MILIVOJEVIĆ,725
ANA BRNABIĆ,96
MARIJAN RISTIČEVIĆ,627
ANA BRNABIĆ,326
BORKO STEFANOVIĆ,2524
ANA BRNABIĆ,77
ĐORĐO ĐORĐIĆ,1282
ANA BRNABIĆ,71
ĐORĐO ĐORĐIĆ,182
ANA BRNABIĆ,331
FILIP TATALOVIĆ,2669
ANA BRNABIĆ,94
MIROSLAV ALEKSIĆ,1631
ANA BRNABIĆ,206
ALEKSANDAR MARTINOVIĆ,1017
ANA BRNABIĆ,29
MIROSLAV ALEKSIĆ,510
ANA BRNABIĆ,125
ALEKSANDAR MARTINOVIĆ,393
ANA BRNABIĆ,93
SLAVICA RADOVANOVIĆ,1907
ANA BRNABIĆ,121
DRAGAN NINKOVIĆ,1700
ANA BRNABIĆ,117
MILOŠ PARANDILOVIĆ,2297
ANA BRNABIĆ,37
MILENKO JOVANOV,156
ANA BRNABIĆ,38
ALEKSANDAR VULIN,450
ANA BRNABIĆ,38
ALEKSANDAR MARKOVIĆ,4689
ANA BRNABIĆ,18
MILOŠ PARANDILOVIĆ,1449
ANA BRNABIĆ,813
MILENKO JOVANOV,987
ANA BRNABIĆ,77
MILOŠ VUČEVIĆ,1469
ANA BRNABIĆ,45
ALEKSANDAR MIRKOVIĆ,740
ANA BRNABIĆ,43
MILOŠ PARANDILOVIĆ,1972
ANA BRNABIĆ,483
FILIP TATALOVIĆ,644
ANA BRNABIĆ,68
FILIP TATALOVIĆ,20
ANA BRNABIĆ,139
MILENKO JOVANOV,552
ANA BRNABIĆ,25
MILOŠ VUČEVIĆ,998
ANA BRNABIĆ,79
ALEKSANDAR JOVANOVIĆ,8
ANA BRNABIĆ,70
ALEKSANDAR JOVANOVIĆ,412
ANA BRNABIĆ,129
ALEKSANDAR JOVANOVIĆ,67
ANA BRNABIĆ,93
ALEKSANDAR JOVANOVIĆ,74
ANA BRNABIĆ,29
ALEKSANDAR JOVANOVIĆ,900
ANA BRNABIĆ,25
ALEKSANDAR VULIN,1679
ANA BRNABIĆ,44
PREDRAG MARSENIĆ,1062
ANA BRNABIĆ,131
ALEKSANDAR VULIN,2704
ANA BRNABIĆ,50
BILJANA PANTIĆ PILJA,1557
ANA BRNABIĆ,9
PREDRAG MARSENIĆ,2609
ANA BRNABIĆ,1172
ĐORĐE KOMLENSKI,1289
ANA BRNABIĆ,35
MILENKO JOVANOV,1401
ALEKSANDAR JOVANOVIĆ,13
MILENKO JOVANOV,3486
ANA BRNABIĆ,66
ANA BRNABIĆ,170
SRĐAN MILIVOJEVIĆ,1639
ANA BRNABIĆ,607
SRĐAN MILIVOJEVIĆ,10
SRĐAN MILIVOJEVIĆ,488
ANA BRNABIĆ,134
MILENKO JOVANOV,1521
ANA BRNABIĆ,23
SRĐAN MILIVOJEVIĆ,385
ANA BRNABIĆ,59
SRĐAN MILIVOJEVIĆ,79
ANA BRNABIĆ,71
SRĐAN MILIVOJEVIĆ,145
ANA BRNABIĆ,31
SRĐAN MILIVOJEVIĆ,18
ANA BRNABIĆ,260
KSENIJA MARKOVIĆ,1575
ANA BRNABIĆ,54
KSENIJA MARKOVIĆ,36
ANA BRNABIĆ,82
KSENIJA MARKOVIĆ,288
ANA BRNABIĆ,144
ALEKSANDAR JOVANOVIĆ,415
ANA BRNABIĆ,284
DRAGANA RAŠIĆ,1936
ANA BRNABIĆ,430
MARIJAN RISTIČEVIĆ,1272
ANA BRNABIĆ,470
SRĐAN MILIVOJEVIĆ,1737
ANA BRNABIĆ,33
MILENKO JOVANOV,2165
ANA BRNABIĆ,161
SRĐAN MILIVOJEVIĆ,1493
ANA BRNABIĆ,259
MILENKO JOVANOV,3089
ANA BRNABIĆ,123
SRĐAN MILIVOJEVIĆ,126
ANA BRNABIĆ,25
SRĐAN MILIVOJEVIĆ,971
ANA BRNABIĆ,61
SRĐAN MILIVOJEVIĆ,293
ANA BRNABIĆ,399
MILENKO JOVANOV,1284
ANA BRNABIĆ,18
SRĐAN MILIVOJEVIĆ,19
ANA BRNABIĆ,61
ALEKSANDRA TOMIĆ,2996
ANA BRNABIĆ,129
ĐORĐE PAVIĆEVIĆ,2665
ANA BRNABIĆ,89
ĐORĐE KOMLENSKI,891
ANA BRNABIĆ,54
ROBERT KOZMA,125
ANA BRNABIĆ,45
ROBERT KOZMA,271
ANA BRNABIĆ,105
ĐORĐE KOMLENSKI,322
ANA BRNABIĆ,126
ANA JAKOVLJEVIĆ,1758
ANA BRNABIĆ,145
SLAVICA RADOVANOVIĆ,1677
ALEKSANDAR VULIN,408
ANA BRNABIĆ,34
SLAVICA RADOVANOVIĆ,27
ANA BRNABIĆ,18
SLAVICA RADOVANOVIĆ,692
ANA BRNABIĆ,169
ALEKSANDAR VULIN,188
ANA BRNABIĆ,183
MARIJAN RISTIČEVIĆ,179
ANA BRNABIĆ,35
ZORAN LUTOVAC,658
ANA BRNABIĆ,165
JELENA MILOŠEVIĆ,1920
ANA BRNABIĆ,472
SLAĐANA RADISAVLJEVIĆ,3854
ANA BRNABIĆ,206
KSENIJA MARKOVIĆ,1703
ANA BRNABIĆ,105
RASTISLAV DINIĆ,4261
ANA BRNABIĆ,437
ĐORĐE KOMLENSKI,3275
ANA BRNABIĆ,62
RASTISLAV DINIĆ,785
ANA BRNABIĆ,70
TATJANA MACURA,4164
ANA BRNABIĆ,38
MILOŠ VUČEVIĆ,11123
ANA BRNABIĆ,80
MILOŠ PARANDILOVIĆ,76
ANA BRNABIĆ,19
MILOŠ PARANDILOVIĆ,14
ANA BRNABIĆ,382
MILOŠ PARANDILOVIĆ,286
ANA BRNABIĆ,106
MILOŠ PARANDILOVIĆ,2870
ANA BRNABIĆ,186
MILENKO JOVANOV,160
ANA BRNABIĆ,35
ALEKSANDAR MIRKOVIĆ,2448
ANA BRNABIĆ,39
MILOŠ PARANDILOVIĆ,8
ANA BRNABIĆ,57
MILOŠ PARANDILOVIĆ,8
ANA BRNABIĆ,366
MILOŠ VUČEVIĆ,3115
MILOŠ PARANDILOVIĆ,8
ANA BRNABIĆ,145
MILOŠ PARANDILOVIĆ,20
ANA BRNABIĆ,13
MILOŠ PARANDILOVIĆ,41
ANA BRNABIĆ,216
ŽIVOTA STARČEVIĆ,9784
ANA BRNABIĆ,86
MARINA MIJATOVIĆ,1887
ANA BRNABIĆ,63
DRAGAN NINKOVIĆ,1421
ANA BRNABIĆ,51
SLAĐANA ŠUŠNJAR,1636
ANA BRNABIĆ,103
ALEKSANDAR IVANOVIĆ,1458
ANA BRNABIĆ,373
TATJANA PAŠIĆ,1852
ANA BRNABIĆ,101
IVANA ROKVIĆ,1505
ANA BRNABIĆ,21
IVANA ROKVIĆ,117
ANA BRNABIĆ,245
ROBERT KOZMA,3487
ANA BRNABIĆ,53
ŽIVOTA STARČEVIĆ,1548
ANA BRNABIĆ,33
ROBERT KOZMA,409
ANA BRNABIĆ,32
ŽIVOTA STARČEVIĆ,537
ANA BRNABIĆ,63
MILICA ĐURĐEVIĆ STAMENKOVSKI,9902
ANA BRNABIĆ,57
SINIŠA MALI,8768
ANA BRNABIĆ,108
ANA BRNABIĆ,713
DRAGANA RAŠIĆ,1890
ANA BRNABIĆ,119
BILJANA ĐORĐEVIĆ,1442
ANA BRNABIĆ,355
SLAĐANA RADISAVLJEVIĆ,1176
ANA BRNABIĆ,117
SRĐAN MILIVOJEVIĆ,1698
ANA BRNABIĆ,462
ZORAN LUTOVAC,154
ANA BRNABIĆ,247
MILENKO JOVANOV,3211
ANA BRNABIĆ,142
SRĐAN MILIVOJEVIĆ,1715
ANA BRNABIĆ,389
MILENKO JOVANOV,2749
ANA BRNABIĆ,18
SRĐAN MILIVOJEVIĆ,1652
ANA BRNABIĆ,16
MILENKO JOVANOV,275
SRĐAN MILIVOJEVIĆ,12
MILENKO JOVANOV,2553
ANA BRNABIĆ,374
ALEKSANDAR JOVANOVIĆ,1774
ANA BRNABIĆ,967
SNEŽANA PAUNOVIĆ,4618
ANA BRNABIĆ,43
ZORAN LUTOVAC,363
ANA BRNABIĆ,515
ĐORĐE MILIĆEVIĆ,5390
ANA BRNABIĆ,57
ALEKSANDAR VULIN,2265
ANA BRNABIĆ,50
ALEKSANDAR JOVANOVIĆ,814
ĐORĐE MILIĆEVIĆ,18
ALEKSANDAR JOVANOVIĆ,1553
ANA BRNABIĆ,426
ALEKSANDAR JOVANOVIĆ,11
ANA BRNABIĆ,1445
MILENKO JOVANOV,1431
ALEKSANDAR JOVANOVIĆ,7
MILENKO JOVANOV,34
ALEKSANDAR JOVANOVIĆ,21
MILENKO JOVANOV,3595
ALEKSANDAR JOVANOVIĆ,17
MILENKO JOVANOV,90
ALEKSANDAR JOVANOVIĆ,13
MILENKO JOVANOV,2455
ANA BRNABIĆ,494
ALEKSANDAR JOVANOVIĆ,1282
ANA BRNABIĆ,421
ALEKSANDAR JOVANOVIĆ,47
ANA BRNABIĆ,1039
MILENKO JOVANOV,2523
ANA BRNABIĆ,205
ALEKSANDAR JOVANOVIĆ,233
ANA BRNABIĆ,567
MILENKO JOVANOV,591
ANA BRNABIĆ,30
ALEKSANDAR VULIN,3300
ANA BRNABIĆ,117
UROŠ ĐOKIĆ,1724
ANA BRNABIĆ,229
MARIJAN RISTIČEVIĆ,1867
ANA BRNABIĆ,318
MILOŠ PARANDILOVIĆ,1982
ANA BRNABIĆ,1612
MARIJAN RISTIČEVIĆ,2226
ANA BRNABIĆ,6
MILOŠ PARANDILOVIĆ,8
ANA BRNABIĆ,677
MILENKO JOVANOV,2504
MILOŠ PARANDILOVIĆ,16
MILENKO JOVANOV,397
MILOŠ PARANDILOVIĆ,32
MILENKO JOVANOV,1611
ANA BRNABIĆ,78
ALEKSANDAR JOVANOVIĆ,19
ANA BRNABIĆ,28
ALEKSANDAR JOVANOVIĆ,24
ANA BRNABIĆ,233
MILOŠ PARANDILOVIĆ,8
ANA BRNABIĆ,56
AHMEDIN ŠKRIJELJ,8
ANA BRNABIĆ,431
NENAD MITROVIĆ,1428
MARINA RAGUŠ,77
NENAD MITROVIĆ,63
MARINA RAGUŠ,98
SRĐAN MILIVOJEVIĆ,1893
MARINA RAGUŠ,67
MILENKO JOVANOV,2363
MARINA RAGUŠ,51
ALEKSANDAR MARTINOVIĆ,5781
MARINA RAGUŠ,122
SRĐAN MILIVOJEVIĆ,2012
MARINA RAGUŠ,73
MILENKO JOVANOV,4313
MARINA RAGUŠ,50
ALEKSANDAR MARTINOVIĆ,1372
SRĐAN MILIVOJEVIĆ,18
ALEKSANDAR MARTINOVIĆ,5985
MARINA RAGUŠ,76
DRAGANA RAKIĆ,1488
MARINA RAGUŠ,552
SRĐAN MILIVOJEVIĆ,1724
ANA BRNABIĆ,95
DUŠAN RADOSAVLJEVIĆ,1112
ANA BRNABIĆ,453
ALEKSANDAR MARTINOVIĆ,3694
ANA BRNABIĆ,23
MILENKO JOVANOV,1822
ANA BRNABIĆ,24
STEFAN JANJIĆ,414
ANA BRNABIĆ,886
SLAĐANA RADISAVLJEVIĆ,2167
ANA BRNABIĆ,6
SLAĐANA RADISAVLJEVIĆ,54
ALEKSANDAR JOVANOVIĆ,10
ANA BRNABIĆ,131
ALEKSANDAR JOVANOVIĆ,1378
ANA BRNABIĆ,908
TATJANA MACURA,4570
MARINA RAGUŠ,79
ALEKSANDAR VULIN,1800
MARINA RAGUŠ,81
ZORAN LUTOVAC,1270
MARINA RAGUŠ,506
MILENKO JOVANOV,1087
ANA BRNABIĆ,28
ZORAN LUTOVAC,1091
ANA BRNABIĆ,198
EDIS DURGUTOVIĆ,2485
ANA BRNABIĆ,57
RADOSLAV MILOJIČIĆ,1810
ANA BRNABIĆ,21
RADOSLAV MILOJIČIĆ,234
ANA BRNABIĆ,29
RADOSLAV MILOJIČIĆ,6
ANA BRNABIĆ,34
ZORAN LUTOVAC,751
ANA BRNABIĆ,172
MILENKO JOVANOV,167
ANA BRNABIĆ,81
UROŠ ĐOKIĆ,1589
ANA BRNABIĆ,40
MILOŠ VUČEVIĆ,4291
ANA BRNABIĆ,189
KSENIJA MARKOVIĆ,1436
ANA BRNABIĆ,86
AHMEDIN ŠKRIJELJ,2181
MARINA RAGUŠ,243
ANA JAKOVLJEVIĆ,1808
MARINA RAGUŠ,2012
MARINA RAGUŠ,71
ĐORĐE MILIĆEVIĆ,1565
MARINA RAGUŠ,92
SNEŽANA RAKIĆ,1891
MARINA RAGUŠ,56
MARIJA ZDRAVKOVIĆ,2637
MARINA RAGUŠ,523
DRAGAN ĐILAS,517
MARINA RAGUŠ,576
TIJANA PERIĆ DILIGENSKI,26
MARINA RAGUŠ,1975
BOGDAN RADOVANOVIĆ,1875
MARINA RAGUŠ,48
VLADIMIR PAJIĆ,2235
MARINA RAGUŠ,1041
SLAVICA ĐUKIĆ DEJANOVIĆ,458
MARINA RAGUŠ,90
ROBERT KOZMA,1750
MARINA RAGUŠ,405
MILOŠ VUČEVIĆ,6351
MARINA RAGUŠ,41
ROBERT KOZMA,1202
MARINA RAGUŠ,41
SLAVICA ĐUKIĆ DEJANOVIĆ,3014
MARINA RAGUŠ,173
MILOŠ VUČEVIĆ,1319
MARINA RAGUŠ,52
ANA BRNABIĆ,129
ĐORĐE PAVIĆEVIĆ,552
ANA BRNABIĆ,52
ĐORĐE PAVIĆEVIĆ,52
ANA BRNABIĆ,1104
MARIJAN RISTIČEVIĆ,3945
ANA BRNABIĆ,130
ANA BRNABIĆ,75
SRĐAN MILIVOJEVIĆ,1558
ANA BRNABIĆ,87
MILENKO JOVANOV,1839
ANA BRNABIĆ,680
NENAD MITROVIĆ,1606
ANA BRNABIĆ,83
BORISLAV NOVAKOVIĆ,1601
ANA BRNABIĆ,276
ALEKSANDAR JOVANOVIĆ,21
ANA BRNABIĆ,3329
ALEKSANDAR JOVANOVIĆ,624
ANA BRNABIĆ,1285
MILENKO JOVANOV,1532
ANA BRNABIĆ,808
PEĐA MITROVIĆ,241
ANA BRNABIĆ,319
PEĐA MITROVIĆ,10
ANA BRNABIĆ,434
BORISLAV NOVAKOVIĆ,1557
ANA BRNABIĆ,258
TATJANA MACURA,2341
ANA BRNABIĆ,29
MAJA POPOVIĆ,306
BORISLAV NOVAKOVIĆ,93
ANA BRNABIĆ,144
DRAGANA RAKIĆ,1361
ANA BRNABIĆ,279
MAJA POPOVIĆ,630
ANA BRNABIĆ,45
BORKO STEFANOVIĆ,724
ANA BRNABIĆ,58
ALEKSANDAR JOVANOVIĆ,635
ANA BRNABIĆ,161
ALEKSANDAR JOVANOVIĆ,24
ANA BRNABIĆ,138
ALEKSANDRA TOMIĆ,696
ANA BRNABIĆ,251
SRĐAN MILIVOJEVIĆ,1775
ANA BRNABIĆ,933
SLAVICA RADOVANOVIĆ,1831
ANA BRNABIĆ,189
ALEKSANDAR VULIN,5
ANA BRNABIĆ,43
SLAVICA RADOVANOVIĆ,23
ANA BRNABIĆ,196
SNEŽANA PAUNOVIĆ,8611
ANA BRNABIĆ,38
DUŠAN BAJATOVIĆ,155
ANA BRNABIĆ,26
DUŠAN BAJATOVIĆ,87
ANA BRNABIĆ,44
TATJANA MACURA,3698
ANA BRNABIĆ,32
SNEŽANA PAUNOVIĆ,1681
ANA BRNABIĆ,536
DUŠAN BAJATOVIĆ,4334
ANA BRNABIĆ,65
DUŠAN BAJATOVIĆ,2815
ALEKSANDAR JOVANOVIĆ,21
DUŠAN BAJATOVIĆ,140
ANA BRNABIĆ,49
DRAGANA RAKIĆ,864
ANA BRNABIĆ,348
SNEŽANA PAUNOVIĆ,999
ANA BRNABIĆ,45
SNEŽANA PAUNOVIĆ,3
ANA BRNABIĆ,34
DUŠAN BAJATOVIĆ,554
ALEKSANDAR JOVANOVIĆ,16
DUŠAN BAJATOVIĆ,19
ALEKSANDAR JOVANOVIĆ,7
DUŠAN BAJATOVIĆ,83
ANA BRNABIĆ,52
ALEKSANDAR JOVANOVIĆ,609
ANA BRNABIĆ,168
MUAMER BAČEVAC,2156
ANA BRNABIĆ,63
ALEKSANDRA TOMIĆ,4570
ANA BRNABIĆ,63
MILICA ĐURĐEVIĆ STAMENKOVSKI,6231
ANA BRNABIĆ,70
MILOŠ VUČEVIĆ,8341
ANA BRNABIĆ,631
ANA BRNABIĆ,45345
ANA BRNABIĆ,1191
ANA BRNABIĆ,207
ALEKSANDAR JOVANOVIĆ,9
ANA BRNABIĆ,217
ALEKSANDAR JOVANOVIĆ,47
ANA BRNABIĆ,8249
RADOMIR LAZOVIĆ,2827
ANA BRNABIĆ,2066
DANIJELA NESTOROVIĆ,610
ANA BRNABIĆ,210
DANIJELA NESTOROVIĆ,5985
ANA BRNABIĆ,216
DANIJELA NESTOROVIĆ,1641
ANA BRNABIĆ,48
DANIJELA NESTOROVIĆ,62
ANA BRNABIĆ,50
DANIJELA NESTOROVIĆ,56
ANA BRNABIĆ,88
DANIJELA NESTOROVIĆ,8142
MILIMIR VUJADINOVIĆ,3
DANIJELA NESTOROVIĆ,1252
ANA BRNABIĆ,139
ALEKSANDAR JOVANOVIĆ,23
ANA BRNABIĆ,87
ALEKSANDAR JOVANOVIĆ,16
ANA BRNABIĆ,112
ALEKSANDAR JOVANOVIĆ,36
ANA BRNABIĆ,60
ALEKSANDAR JOVANOVIĆ,24
ANA BRNABIĆ,91
DANIJELA NESTOROVIĆ,175
ANA BRNABIĆ,121
DANIJELA NESTOROVIĆ,276
ANA BRNABIĆ,38
DANIJELA NESTOROVIĆ,27897
ALEKSANDAR JOVANOVIĆ,52
DANIJELA NESTOROVIĆ,78353
ANA BRNABIĆ,88
MILICA NIKOLIĆ,3104
ANA BRNABIĆ,31
ZORAN LUTOVAC,476
ANA BRNABIĆ,48
ZORAN LUTOVAC,3
ANA BRNABIĆ,359
RADOMIR LAZOVIĆ,578
ANA BRNABIĆ,554
SRĐAN MILIVOJEVIĆ,105
ANA BRNABIĆ,48
SRĐAN MILIVOJEVIĆ,27
ANA BRNABIĆ,71
SRĐAN MILIVOJEVIĆ,42
ANA BRNABIĆ,46
SNEŽANA PAUNOVIĆ,3817
ANA BRNABIĆ,74
ANA BRNABIĆ,125
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,63560
MARINA RAGUŠ,89
SNEŽANA RAKIĆ,14
MARINA RAGUŠ,46
SNEŽANA RAKIĆ,11
MARINA RAGUŠ,136
ZORAN LUTOVAC,1147
MARINA RAGUŠ,225
DUŠAN RADOSAVLJEVIĆ,749
MARINA RAGUŠ,74
PREDRAG MARSENIĆ,11
MARINA RAGUŠ,30
PREDRAG MARSENIĆ,11
MARINA RAGUŠ,103
MILENKO JOVANOV,1333
MARINA RAGUŠ,154
DANIJELA NESTOROVIĆ,1813
MARINA RAGUŠ,155
SNEŽANA RAKIĆ,1061
MARINA RAGUŠ,64
MARINIKA TEPIĆ,19
MARINA RAGUŠ,163
MARINIKA TEPIĆ,32
MARINA RAGUŠ,111
MARINIKA TEPIĆ,1506
MARINA RAGUŠ,199
MILOŠ JOVANOVIĆ,1809
MARINA RAGUŠ,660
MILENKO JOVANOV,1551
MARINA RAGUŠ,158
SRĐAN MILIVOJEVIĆ,1568
MARINA RAGUŠ,57
ANA BRNABIĆ,1957
MARINA RAGUŠ,328
SNEŽANA PAUNOVIĆ,1589
MARINA RAGUŠ,61
RADOMIR LAZOVIĆ,604
MARINA RAGUŠ,1460
MILENKO JOVANOV,431
RADOMIR LAZOVIĆ,3
MILENKO JOVANOV,890
MARINA RAGUŠ,48
MILENKO JOVANOV,10
MARINA RAGUŠ,42
ANA BRNABIĆ,1061
MARINA RAGUŠ,370
MARINIKA TEPIĆ,1004
MARINA RAGUŠ,440
ALEKSANDAR JOVANOVIĆ,632
MARINA RAGUŠ,1328
MARINIKA TEPIĆ,32
MARINA RAGUŠ,131
SRĐAN MILIVOJEVIĆ,1754
MARINIKA TEPIĆ,65
MARINA RAGUŠ,37
RADOMIR LAZOVIĆ,699
MARINA RAGUŠ,452
BORKO STEFANOVIĆ,751
MARINA RAGUŠ,773
DANIJELA NESTOROVIĆ,50
MARINA RAGUŠ,687
BORKO STEFANOVIĆ,65
MARINA RAGUŠ,62
BORKO STEFANOVIĆ,5
MARINA RAGUŠ,9
BORKO STEFANOVIĆ,951
MARINA RAGUŠ,166
DANIJELA NESTOROVIĆ,540
MARINA RAGUŠ,250
DANIJELA NESTOROVIĆ,351
MARINA RAGUŠ,78
DANIJELA NESTOROVIĆ,2032
MARINA RAGUŠ,257
ANA BRNABIĆ,1532
MARINA RAGUŠ,45
ZORAN LUTOVAC,431
MARINA RAGUŠ,201
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,430
MARINIKA TEPIĆ,14
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,197
MARINA RAGUŠ,502
MARINIKA TEPIĆ,14
MARINA RAGUŠ,160
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,16693
MARINA RAGUŠ,56
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,204
MARINA RAGUŠ,6
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,584
MARINA RAGUŠ,48
ANA BRNABIĆ,909
DRAGANA RAKIĆ,3627
ANA BRNABIĆ,41
MILICA MARUŠIĆ JABLANOVIĆ,2176
ANA BRNABIĆ,42
AHMEDIN ŠKRIJELJ,2848
ANA BRNABIĆ,30
MILIJA MILETIĆ,2787
ANA BRNABIĆ,43
DRAGAN STANOJEVIĆ,2872
ANA BRNABIĆ,281
ZDRAVKO PONOŠ,3383
ANA BRNABIĆ,40
RASTISLAV DINIĆ,3853
ANA BRNABIĆ,166
SLAĐANA RADISAVLJEVIĆ,3243
ANA BRNABIĆ,36
NATAŠA BOGUNOVIĆ,3663
ANA BRNABIĆ,38
MILOŠ PARANDILOVIĆ,55
ANA BRNABIĆ,283
MILOŠ PARANDILOVIĆ,493
ANA BRNABIĆ,474
MILOŠ PARANDILOVIĆ,2102
ANA BRNABIĆ,26
MILOŠ PARANDILOVIĆ,49
ANA BRNABIĆ,20
MILOŠ PARANDILOVIĆ,47
ANA BRNABIĆ,161
MILOŠ PARANDILOVIĆ,2057
ANA BRNABIĆ,395
JELENA MILOŠEVIĆ,4127
ANA BRNABIĆ,119
RADOMIR LAZOVIĆ,8
ANA BRNABIĆ,170
UGLJEŠA MRDIĆ,4114
ANA BRNABIĆ,673
DANIJELA NESTOROVIĆ,7137
ANA BRNABIĆ,148
DANIJELA NESTOROVIĆ,39
ANA BRNABIĆ,34
DANIJELA NESTOROVIĆ,107
ANA BRNABIĆ,224
DANIJELA NESTOROVIĆ,947
ANA BRNABIĆ,381
MILENKO JOVANOV,1159
ANA BRNABIĆ,49
ZORAN LUTOVAC,369
ANA BRNABIĆ,131
MARINIKA TEPIĆ,78
ANA BRNABIĆ,20
MARINIKA TEPIĆ,471
ANA BRNABIĆ,179
UGLJEŠA MRDIĆ,1408
ANA BRNABIĆ,264
ŽIVOTA STARČEVIĆ,14517
ANA BRNABIĆ,50
ALEKSANDAR JOVANOVIĆ,4944
ANA BRNABIĆ,735
ALEKSANDAR JOVANOVIĆ,79
ANA BRNABIĆ,77
ALEKSANDAR JOVANOVIĆ,5490
ANA BRNABIĆ,41
ALEKSANDAR JOVANOVIĆ,30
ANA BRNABIĆ,26
ALEKSANDAR JOVANOVIĆ,31
ANA BRNABIĆ,7
ALEKSANDAR JOVANOVIĆ,3
ANA BRNABIĆ,12
ALEKSANDAR JOVANOVIĆ,49
ANA BRNABIĆ,48
ALEKSANDAR JOVANOVIĆ,957
ANA BRNABIĆ,96
ALEKSANDAR JOVANOVIĆ,111
ANA BRNABIĆ,53
ALEKSANDAR JOVANOVIĆ,730
MILENKO JOVANOV,18
ALEKSANDAR JOVANOVIĆ,346
MILENKO JOVANOV,15
ALEKSANDAR JOVANOVIĆ,106
RADOSLAV MILOJIČIĆ,69
ALEKSANDAR JOVANOVIĆ,771
ANA BRNABIĆ,881
MILENKO JOVANOV,2135
ANA BRNABIĆ,35
DANIJELA NESTOROVIĆ,4957
ELVIRA KOVAČ,61
ANA BRNABIĆ,1378
ELVIRA KOVAČ,70
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,15629
ANA BRNABIĆ,193
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,557
ANA BRNABIĆ,69
ZORAN LUTOVAC,580
ANA BRNABIĆ,53
ZORAN LUTOVAC,17
ANA BRNABIĆ,128
ZORAN LUTOVAC,53
ANA BRNABIĆ,41
ZORAN LUTOVAC,52
ANA BRNABIĆ,28
ZORAN LUTOVAC,38
ANA BRNABIĆ,28
DANIJELA NESTOROVIĆ,4029
ANA BRNABIĆ,493
DANIJELA NESTOROVIĆ,115
ANA BRNABIĆ,242
ALEKSANDAR JOVANOVIĆ,25
ANA BRNABIĆ,70
ALEKSANDAR JOVANOVIĆ,46
DANIJELA NESTOROVIĆ,3239
ANA BRNABIĆ,85
BRANIMIR JOVANOVIĆ,11101
ANA BRNABIĆ,35
JELENA PAVLOVIĆ,5438
ANA BRNABIĆ,129
ELENA PAVLOVIĆ,37
ANA BRNABIĆ,64
JELENA PAVLOVIĆ,67
ANA BRNABIĆ,18
JELENA PAVLOVIĆ,334
ANA BRNABIĆ,67
JELENA PAVLOVIĆ,10027
ANA BRNABIĆ,249
RADOMIR LAZOVIĆ,14
ANA BRNABIĆ,207
RADOMIR LAZOVIĆ,547
ANA BRNABIĆ,384
RADOMIR LAZOVIĆ,26
ANA BRNABIĆ,38
RADOMIR LAZOVIĆ,66
ANA BRNABIĆ,169
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,592
ALEKSANDAR JOVANOVIĆ,6
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,4346
ANA BRNABIĆ,38
JELENA PAVLOVIĆ,79
ANA BRNABIĆ,156
JOVAN JANJIĆ,16814
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,260
ANA BRNABIĆ,372
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,1451
ANA BRNABIĆ,402
DUBRAVKA ĐEDOVIĆ HANDANOVIĆ,2663
ANA BRNABIĆ,45
MARINIKA TEPIĆ,587
ANA BRNABIĆ,66
MARINIKA TEPIĆ,75
ANA BRNABIĆ,37
MARINIKA TEPIĆ,63
ANA BRNABIĆ,21
MARINIKA TEPIĆ,662
ANA BRNABIĆ,89
MARINIKA TEPIĆ,13
ANA BRNABIĆ,164
MILENKO JOVANOV,1522
ANA BRNABIĆ,65
ANA BRNABIĆ,66
BORIS BAJIĆ,7726
ANA BRNABIĆ,102
PAVLE GRBOVIĆ,5617
SNEŽANA PAUNOVIĆ,40
PAVLE GRBOVIĆ,44
SNEŽANA PAUNOVIĆ,55
PAVLE GRBOVIĆ,23
SNEŽANA PAUNOVIĆ,94
PAVLE GRBOVIĆ,57
SNEŽANA PAUNOVIĆ,59
PAVLE GRBOVIĆ,1529
SNEŽANA PAUNOVIĆ,47
PAVLE GRBOVIĆ,43
SNEŽANA PAUNOVIĆ,423
PAVLE GRBOVIĆ,3230
SNEŽANA PAUNOVIĆ,213
MILENKO JOVANOV,1036
